0	105	2	553.00	368.67	34	0	0	0	04	215	215	215	169	169	0	2	50.00	50.00	433,840.00
0	105	2	553.00	368.67	34	0	0	0	04	215	215	215	169	169	0	2	50.00	50.00	433,840.00
0	105	2	553.00	368.67	34	0	0	0	04	215	215	215	169	169	0	2	50.00	50.00	433,840.00
0	105	2	553.00	368.67	34	0	0	0	04	215	215	215	169	169	0	2	50.00	50.00	433,840.00
0	0	1	553.00	368.67	34	0	0	0	04	215	215	215	169	169	0	99	50.00	50.00	433,840.00
0	0	1	553.00	368.67	34	0	0	0	04	215	215	215	169	169	0	99	50.00	50.00	433,840.00
0	0	1	553.00	368.67	34	0	0	0	04	215	215	215	169	169	0	99	50.00	50.00	433,840.00
0	0	1	553.00	368.67	34	0	0	0	04	215	215	215	169	169	0	99	50.00	50.00	433,840.00
0	980	1	553.00	368.67	34	0	0	0	04	215	215	215	169	169	0	99	2.00	2.00	433,840.00
0	980	1	553.00	368.67	34	0	0	0	04	215	215	215	169	169	0	99	2.00	2.00	433,840.00
0	980	1	553.00	368.67	34	0	0	0	04	215	215	215	169	169	0	99	2.00	2.00	433,840.00
0	980	1	553.00	368.67	34	0	0	0	04	215	215	215	169	169	0	99	2.00	2.00	433,840.00
0	105	2	867.00	867.00	130	0	0	0	01	215	215	215	169	169	0	2	50.00	50.00	450.00
0	105	2	867.00	867.00	130	0	0	0	01	215	215	215	169	169	0	2	50.00	50.00	450.00
0	105	2	867.00	867.00	130	0	0	0	01	215	215	215	169	169	0	2	50.00	50.00	450.00
0	105	2	867.00	867.00	130	0	0	0	01	215	215	215	169	169	0	2	50.00	50.00	450.00
0	0	1	867.00	867.00	130	0	0	0	01	215	215	215	169	169	0	99	50.00	50.00	450.00
0	0	1	867.00	867.00	130	0	0	0	01	215	215	215	169	169	0	99	50.00	50.00	450.00
0	0	1	867.00	867.00	130	0	0	0	01	215	215	215	169	169	0	99	50.00	50.00	450.00
0	0	1	867.00	867.00	130	0	0	0	01	215	215	215	169	169	0	99	50.00	50.00	450.00
0	980	1	867.00	867.00	130	0	0	0	01	215	215	215	169	169	0	99	12.00	12.00	450.00
0	980	1	867.00	867.00	130	0	0	0	01	215	215	215	169	169	0	99	12.00	12.00	450.00
0	980	1	867.00	867.00	130	0	0	0	01	215	215	215	169	169	0	99	12.00	12.00	450.00
0	980	1	867.00	867.00	130	0	0	0	01	215	215	215	169	169	0	99	12.00	12.00	450.00
